id,prev_price,replace_time,satisfaction_score
2670,29,4,4
2671,37,4,4
2674,34,4,4
2731,35,4,4
2739,29,4,4
2761,35,4,4
2794,35,4,4
2800,38,4,3
2820,32,4,4
2926,36,4,4
2963,41,4,4
2990,33,4,4
3025,35,4,3
3032,34,4,4
3033,41,5,4
3042,33,3,4
3073,34,4,4
3082,37,4,4
3095,32,4,4
3111,37,4,4
3130,42,4,3
3139,42,4,4
3141,32,4,4
3143,41,4,4
3147,27,4,4
3151,39,4,4
3164,28,4,4
3172,33,4,4
3173,39,4,4
3175,39,4,4
3188,36,4,4
3191,32,4,4
3194,34,4,4
3291,41,4,4
3299,38,4,4
3311,40,4,4
3319,41,4,4
3338,35,4,4
3373,42,4,4
3379,31,4,4
3391,34,4,3
3419,36,4,4
3421,38,4,5
3450,33,4,4
3459,44,4,4
3470,37,4,3
3499,35,4,4
3502,31,4,4
3511,36,5,4
3516,40,4,4
3520,32,4,3
3528,42,4,4
3541,35,4,4
3556,35,4,4
3560,34,4,4
3620,36,4,4
3622,35,4,4
3629,35,4,4
3631,35,4,4
3634,30,4,4
3663,32,4,4
3664,38,4,4
3712,30,5,4
3751,37,4,4
3789,44,4,4
3795,35,4,4
3800,35,4,4
3818,34,4,4
3833,37,4,4
3835,33,4,4
3870,37,4,4
3873,41,4,4
3902,40,4,4
3965,37,4,4
3970,36,4,4
3974,31,4,4
3979,34,4,4
3987,39,4,4
4002,30,4,4
4008,30,4,4
4023,40,4,4
4028,33,4,4
4089,39,4,4
4099,28,4,4
4100,31,4,4
4104,39,4,4
4121,31,4,4
4130,44,5,4
4140,35,4,4
4158,33,4,4
4164,37,4,4
4168,33,4,4
4196,37,4,4
4207,29,4,4
4227,37,4,4
4246,37,4,4
4283,40,5,4
4288,33,4,5
4320,37,4,4
4325,32,4,4
4331,36,4,4
4335,41,4,4
4336,33,4,4
4379,42,4,4
4380,29,4,4
4385,29,4,4
4403,39,4,4
4404,37,4,4
4458,40,5,4
4459,35,4,4
4478,32,4,4
4480,37,4,4
4499,41,4,4
4506,37,4,4
4507,33,4,4
4519,34,4,4
4529,33,3,5
4556,31,4,4
4566,33,4,4
4579,33,4,4
4595,38,4,4
4604,40,4,4
4616,39,4,4
4635,32,3,4
4651,33,4,4
4652,31,4,4
4668,36,4,4
4687,37,3,4
4748,31,4,5
4764,33,4,4
4768,36,4,4
4773,38,4,4
4798,35,3,4
4854,34,4,4
4887,34,4,4
4890,34,4,4
4946,39,4,4
4952,37,4,4
4961,31,4,4
4983,37,4,4
4991,35,4,4
5007,41,3,4
5008,37,4,4
5018,36,4,4
5061,35,4,4
5066,43,4,4
5088,32,4,4
5152,39,4,4
5172,43,3,4
5176,32,4,4
5182,39,4,3
5189,38,3,4
5211,33,4,4
5234,40,4,4
5240,29,4,4
5243,36,3,4
5263,33,4,4
5269,41,4,4
5273,30,4,4
5275,37,4,4
5283,37,4,4
5299,32,4,4
5304,35,5,4
5318,35,4,4
5335,39,4,3
5341,33,4,4
5374,38,4,4
5380,36,4,4
5397,34,4,4
5407,34,5,4
5430,33,4,5
5438,35,4,4
5448,35,4,4
5460,40,4,4
5513,40,4,4
5535,34,4,4
5557,33,4,4
5558,36,4,4
5579,38,4,4
5601,33,4,4
5618,39,4,4
5628,39,4,4
5629,35,4,4
5633,30,4,4
5635,33,4,4
5644,42,4,4
5648,38,4,4
5677,39,4,4
5678,37,4,4
5741,32,4,4
5765,35,4,3
5788,39,4,4
5797,35,3,5
5805,44,4,4
5811,40,4,4
5820,37,4,4
5824,32,4,4
5854,32,4,5
5868,37,4,4
5880,31,4,4
5915,30,4,4
5943,39,4,4
5974,35,4,4
5987,40,4,4
6005,40,4,4
6032,30,4,4
6071,36,4,4
6093,36,4,4
6105,36,4,4
6112,37,4,4
6117,36,4,4
6135,31,4,4
6158,29,4,4
6159,39,4,4
6165,36,3,5
6170,41,4,4
6179,33,4,4
6181,34,4,5
6213,40,4,4
6226,37,4,4
6233,38,4,4
6234,40,4,4
6246,30,4,4
6256,36,4,4
6266,34,4,4
6270,30,4,4
6286,36,4,4
6291,31,4,4
6297,38,5,4
6317,37,4,4
6334,29,4,4
6345,38,4,4
6351,44,4,4
6372,32,4,3
6373,34,4,4
6384,34,4,5
6403,38,4,4
6409,28,4,4
6437,40,4,4
6447,35,4,4
6469,35,4,4
6510,43,4,4
6527,36,4,4
6531,34,4,4
6537,38,4,4
6577,36,3,4
6583,34,4,4
6634,32,4,4
6635,36,4,4
6672,36,4,4
6697,37,4,4
6706,32,5,4
6715,44,4,4
6716,39,4,5
6720,41,4,4
6729,33,4,4
6744,40,4,4
6777,39,4,4
6854,35,4,4
6856,34,5,4
6877,36,4,4
6915,32,4,4
6945,37,4,4
6953,41,4,4
6965,35,4,4
7011,40,4,4
7026,37,4,4
7045,34,4,3
7091,41,4,4
7093,35,4,4
7099,38,4,5
7124,31,4,4
7152,33,4,4
7160,35,4,4
7162,25,5,5
7172,39,4,4
7174,36,4,4
7175,41,4,4
7188,40,4,4
7202,34,4,4
7207,37,4,4
7230,37,3,4
7233,35,4,4
7235,35,4,4
7285,35,4,4
7296,37,4,4
7300,38,4,3
7336,41,4,4
7347,44,4,4
7351,41,4,4
7353,37,4,4
7383,38,4,4
7389,37,4,4
7392,35,4,4
7403,38,4,4
7404,36,4,4
7428,36,4,4
7445,37,4,4
7458,38,4,4
7463,32,4,4
7481,33,4,4
7507,36,5,4
7517,38,4,4
7566,36,4,4
7570,37,4,4
7593,37,4,4
7659,40,4,4
7672,33,5,4
7673,38,4,5
7675,37,4,4
7709,40,4,4
7717,37,4,4
7725,37,4,4
7726,34,4,4
7730,32,4,4
7751,35,4,4
7762,33,4,4
7802,30,4,4
7807,33,4,4
7833,38,4,4
7902,34,4,4
7904,39,4,4
7918,41,4,4
7930,33,4,4
7933,40,4,4
7936,32,4,3
7940,37,4,4
7979,29,4,4
7996,36,4,3
8040,38,4,4
8067,41,4,4
8076,32,3,4
8134,38,4,4
8142,34,3,4
8168,38,4,4
8229,41,5,4
8239,35,4,4
8271,43,4,4
8275,34,4,5
8334,46,4,4
8364,42,4,4
8367,34,4,4
8396,28,4,4
8437,32,3,4
8441,38,4,4
8459,35,4,4
8475,35,4,4
8481,36,5,4
8492,39,4,3
8497,32,3,4
8517,35,4,4
8532,37,4,4
8536,41,4,4
8551,36,4,4
8585,37,4,4
8590,31,4,4
8592,40,4,4
8623,37,4,4
8640,40,4,4
8660,34,4,4
8697,40,4,4
8712,30,4,4
8739,28,4,5
8745,36,4,4
8790,36,4,4
8810,42,4,4
8816,36,4,4
8827,37,4,4
8861,34,4,4
8868,40,4,4
8884,32,4,4
8885,29,4,4
8888,36,4,4
8897,34,4,4
8900,44,4,4
8922,41,4,4
8934,40,4,4
8942,37,4,4
8945,40,3,4
8947,37,4,4
8953,37,4,4
8971,35,5,4
8982,31,4,4
8999,27,4,5
9001,39,5,4
9020,38,4,4
9048,40,4,4
9107,36,4,4
9117,40,4,4
9168,35,4,4
9208,36,4,4
9212,34,4,4
9226,30,4,4
9227,33,4,4
9255,37,4,4
9264,35,4,4
9269,35,4,5
9271,30,4,4
9282,37,4,4
9294,34,4,4
9300,36,4,4
9350,37,4,4
9419,40,5,4
9447,40,4,4
9459,42,4,4
9460,39,4,4
9484,36,4,4
9495,34,4,4
9502,36,4,4
9506,35,4,4
9511,34,4,4
9524,36,4,4
9527,35,5,4
9533,32,4,3
9568,31,4,4
9578,30,4,4
9605,35,3,4
9613,35,4,4
9623,35,4,4
9669,33,4,3
9674,36,4,4
9675,35,4,4
9688,37,4,4
9700,34,4,4
9713,42,4,4
9717,31,4,4
9719,39,4,4
9728,34,5,4
9730,37,4,4
9759,35,4,4
9794,32,4,4
9813,42,4,4
9822,36,4,4
9824,37,4,4
9829,38,4,5
9841,38,4,4
9851,32,4,4
9853,37,4,4
9860,36,4,4
9888,40,4,4
9890,38,4,4
9929,40,4,4
9972,32,4,4
9974,42,4,4
9989,43,4,4
10036,38,4,4
10047,32,3,4
10092,33,4,4
10102,45,4,4
10131,39,4,4
10156,46,3,4
10177,41,4,4
10187,36,4,4
10196,31,4,4
10199,36,4,3
10205,31,5,3
10231,35,4,4
10238,36,4,4
10247,35,4,5
10293,34,4,4
10298,45,4,4
10327,35,4,4
10345,36,4,4
10357,35,3,4
10363,34,4,4
10390,34,4,4
10432,35,4,4
10499,32,4,4
10501,38,4,4
10503,37,3,4
10544,37,4,4
10547,32,4,4
10563,44,4,3
10576,35,3,4
10594,34,4,4
10605,38,4,4
10623,40,4,4
10624,36,4,4
10635,28,4,4
10647,41,4,4
10669,39,4,4
10670,33,4,4
10671,35,4,4
10681,33,4,5
10695,37,4,4
10702,40,4,4
10706,27,4,4
10721,37,4,4
10724,44,5,4
10739,41,4,4
10770,27,4,4
10780,35,4,4
10798,38,4,4
10803,36,4,4
10872,36,4,4
10874,37,4,4
10884,34,5,4
10894,32,4,4
10897,35,4,4
10908,33,4,4
10915,34,4,5
10939,42,4,4
10967,34,4,4
10973,33,4,4
10983,40,5,4
11005,35,4,4
11034,37,4,4
11055,37,4,4
11090,37,4,4
11093,33,4,4
11138,46,4,4
11147,35,4,4
11168,35,4,4
11174,28,4,4
11178,36,4,4
11226,38,5,4
11266,32,4,4
11277,36,4,4
11288,42,4,4
11299,28,4,4
11315,30,4,4
11325,36,4,4
11335,32,4,4
11339,37,4,4
11392,34,4,3
11399,35,4,4
11416,43,4,4
11420,37,4,4
11458,38,4,4
11504,30,4,4
11538,31,4,4
11541,33,4,4
11548,33,4,4
11570,31,4,4
11579,40,4,4
11589,33,4,4
11601,37,4,4
11605,39,4,4
11616,37,4,4
11626,33,4,4
11644,31,4,4
11688,34,4,4
11716,35,4,4
11781,37,4,4
11786,32,4,4
11804,35,4,4
11818,40,4,4
11828,40,4,3
11843,39,4,4
11852,36,4,4
11873,36,4,3
11874,34,4,4
11884,33,4,4
11886,42,4,4
11942,36,4,4
11954,27,4,4
11975,40,4,5
11992,32,4,4
11999,38,4,4
12038,37,4,5
12065,34,4,4
12100,29,4,4
12106,26,4,4
12192,32,4,4
12198,37,4,5
12201,39,4,4
12219,35,4,4
12222,32,4,4
12261,35,4,3
12269,40,4,4
12310,41,4,4
12331,34,4,4
12349,38,3,4
12353,41,4,4
12370,38,4,4
12389,35,3,4
12452,34,4,4
12464,28,4,4
12474,40,4,4
12492,35,4,5
12503,41,4,4
12512,33,4,4
12530,29,4,4
12533,37,4,4
12546,40,4,4
12568,38,4,4
12575,40,4,4
12597,37,4,4
12627,43,4,4
12656,36,4,3
12704,31,4,4
12729,38,4,4
12761,39,5,5
12791,32,3,3
12827,35,4,4
12851,30,4,4
12867,35,4,4
12873,35,4,4
12913,38,3,4
12941,33,4,4
12957,31,4,4
12976,41,3,4
13006,37,4,4
13034,31,3,4
13053,38,4,4
13064,30,3,4
13070,37,4,4
13095,40,4,4
13102,41,4,4
13115,38,4,4
13120,38,4,4
13131,30,4,4
13138,27,4,4
13140,37,4,4
13157,33,4,4
13174,37,4,4
13188,34,4,4
13203,35,4,4
13220,32,4,4
13238,39,4,4
13256,31,4,4
13273,34,4,4
13290,30,4,4
13300,39,4,4
13344,33,4,4
13364,37,4,4
13377,40,4,4
13390,39,4,4
13420,37,4,4
13421,37,4,4
13458,40,4,4
13471,39,5,4
13476,40,4,4
13487,35,4,4
13503,33,4,4
13513,40,4,4
13518,25,4,4
13519,39,4,4
13558,39,4,4
13564,32,4,4
13570,36,4,4
13599,35,4,4
13640,39,4,4
13662,37,4,4
13663,35,4,4
13674,36,4,4
13678,37,4,4
13696,36,4,4
13719,35,4,4
13725,26,4,4
13753,34,5,4
13772,34,4,4
13781,39,4,4
13786,35,4,4
13789,43,4,4
13791,41,4,4
13826,35,4,4
13841,33,4,4
13845,37,5,4
13849,36,4,4
13854,39,4,4
13877,44,4,5
13880,38,4,4
13915,33,4,4
13933,32,4,4
13943,35,4,4
13987,33,5,4
13996,36,4,4
14002,34,4,4
14026,41,4,4
14048,35,4,4
14056,30,4,4
14060,30,4,4
14090,42,4,4
14137,36,4,4
14140,29,4,3
14146,37,4,4
14150,30,4,4
14158,37,4,4
14161,40,4,4
14183,36,3,3
14186,35,4,4
14207,35,4,4
14209,37,4,4
14222,32,4,4
14231,31,4,4
14232,40,4,4
14238,39,3,3
14286,33,4,4
14289,30,4,4
14300,33,4,5
14304,33,4,4
14335,32,4,4
14390,33,4,4
14421,41,4,4
14447,36,4,4
14455,35,5,4
14489,37,4,4
14496,34,3,4
14514,34,4,4
14534,39,4,4
14544,39,4,4
14553,37,4,5
14571,28,4,4
14580,31,4,4
14588,29,4,4
14630,33,4,4
14637,33,4,4
14703,37,4,4
14727,28,5,4
14729,35,4,5
14731,32,4,4
14782,34,4,4
14788,35,4,4
14820,35,4,4
14834,41,4,4
14843,42,4,3
14859,34,4,4
14864,25,4,4
14869,36,4,4
14876,30,4,4
14884,35,4,4
14894,36,4,4
14915,35,4,4
14923,39,4,4
14931,41,4,4
14954,37,4,4
14967,32,4,4
14975,41,4,4
14993,40,4,4
15026,31,4,5
15028,35,4,4
15044,31,4,4
15059,45,4,4
15093,44,5,4
15102,33,4,4
15134,32,4,4
15138,43,4,4
15174,31,4,4
15179,33,4,4
15180,35,4,4
15184,39,4,4
15198,34,4,4
15232,32,4,4
15242,39,4,4
15277,36,5,4
15282,35,4,4
15291,39,4,4
15303,36,4,4
15304,36,4,4
15315,33,4,4
15331,35,4,4
15333,33,4,5
15346,42,4,4
15352,34,4,4
15357,37,4,4
15418,39,4,4
15422,32,4,4
15472,40,4,4
15513,35,4,4
15575,30,4,4
15612,36,3,4
15613,42,4,3
15616,38,4,4
15647,37,4,4
15658,39,4,3
15661,34,4,4
15695,36,4,4
15698,37,4,4
15701,32,4,4
15722,31,4,4
15750,31,4,4
15772,37,4,4
15802,37,4,4
15817,37,4,4
15822,42,4,4
15828,34,4,4
15829,35,4,4
15842,32,5,4
15851,35,4,4
15854,33,4,4
15910,33,4,3
15913,37,4,4
15922,38,4,4
15935,37,4,4
15955,37,4,4
15968,38,4,4
15990,38,4,4
16001,34,4,4
16012,36,4,4
16029,25,4,3
16055,36,4,4
16071,31,4,4
16076,33,4,4
16146,36,4,4
16152,33,3,5
16157,27,4,4
16171,33,4,5
16186,41,3,4
16225,35,5,4
16245,37,4,4
16256,33,4,4
16260,39,4,4
16267,36,4,4
16275,29,4,4
16291,35,4,5
16300,35,4,4
16316,36,4,4
16332,36,4,4
16345,37,4,4
16384,30,4,4
16476,41,4,4
16480,38,4,4
16542,42,4,4
16546,28,4,4
16550,39,4,4
16587,33,4,4
16609,34,4,4
16619,32,4,4
16632,27,4,4
16636,38,4,4
16654,38,4,4
16655,39,4,4
16675,41,4,4
16693,36,4,4
16700,39,4,4
16719,35,4,4
16725,38,4,4
16728,35,4,4
16732,36,4,4
16742,35,4,3
16755,39,4,4
16762,33,4,4
16774,41,4,4
16791,35,4,4
16798,35,4,4
16820,34,4,4
16831,36,4,4
16867,42,5,4
16872,34,4,4
16894,39,4,4
16914,42,4,4
16934,33,4,4
16964,35,4,4
16993,40,4,4
17004,36,4,4
17023,33,4,5
17037,36,4,4
17067,38,4,3
17074,34,4,4
17106,32,4,5
17116,32,4,5
17122,36,4,4
17132,42,4,5
17149,39,4,4
17177,47,4,4
17183,36,4,4
17196,40,4,4
17198,36,3,4
17229,31,4,4
17244,38,5,4
17247,35,4,4
17271,35,4,4
17314,40,4,4
17344,34,4,4
17355,36,4,4
17365,34,4,5
17368,37,4,4
17370,42,4,4
17386,38,4,4
17389,37,4,4
17409,37,4,4
17479,39,4,4
17494,36,4,4
17512,40,4,4
17519,41,3,4
17529,37,4,4
17572,34,4,4
17580,36,4,4
17591,40,4,4
17599,33,4,4
17609,31,4,4
17618,31,4,4
17633,33,4,4
17659,38,3,4
17699,33,4,4
17710,33,4,4
17747,37,4,4
17753,35,4,4
17796,38,4,4
17811,40,4,4
17812,34,4,3
17825,33,4,4
17841,37,4,4
17915,36,4,4
17937,37,4,4
17949,36,4,4
17963,33,4,4
17975,31,4,4
18028,43,4,4
18038,33,4,4
18047,40,4,3
18099,43,4,4
18101,39,4,4
18104,30,4,4
18119,35,3,4
18121,34,4,4
18199,30,4,4
18221,45,4,4
18274,33,4,4
18281,27,4,4
18290,35,4,4
18305,36,4,4
18314,33,4,4
18354,36,4,4
18359,34,4,4
18371,34,4,4
18402,36,4,4
18404,36,4,4
18406,30,4,4
18429,25,4,4
18430,34,4,4
18465,33,4,4
18472,34,4,4
18485,36,4,4
18490,36,4,4
18516,37,4,4
18540,41,4,4
18543,37,4,4
18544,36,4,4
18553,29,5,4
18573,36,4,4
18583,36,4,4
18598,38,4,4
18649,33,4,4
18667,29,4,4
18689,43,4,4
18703,42,4,4
18709,42,4,4
18715,32,4,4
18749,33,4,4
18760,37,4,4
18773,30,4,4
18774,42,4,4
18789,45,4,4
18810,38,4,4
18831,37,4,4
18854,41,4,4
18857,36,4,4
18865,38,4,4
18879,37,4,4
18888,36,4,4
18896,38,5,4
18916,41,4,5
18922,32,4,4
18957,34,4,4
18965,35,4,4
18977,37,5,4
19016,45,4,4
19038,31,4,4
19048,42,4,4
19077,38,4,4
19145,41,4,4
19155,36,4,4
19185,31,4,4
19187,32,4,4
19200,37,4,5
19205,33,4,4
19221,29,4,4
19242,42,4,4
19247,27,4,4
19271,36,4,4
19275,41,4,4
19282,38,4,4
19329,45,4,4
19361,35,3,3
19387,28,4,4
19408,37,4,4
19410,39,4,4
19420,38,4,4
19437,38,4,4
19490,38,4,4
19494,37,4,4
19518,43,4,4
19525,40,4,4
19534,39,4,3
19582,38,4,4
19590,33,4,4
19596,33,4,4
19607,38,4,4
19637,33,4,4
19666,43,4,4
19678,34,4,3
19679,38,4,4
19686,42,5,4
19688,36,4,4
19748,34,4,4
19756,34,4,5
19809,35,4,3
19818,43,4,4
19819,42,4,4
19828,32,4,4
19831,34,4,4
19840,38,4,4
19846,32,4,5
19866,35,4,4
19870,34,4,4
19878,43,4,4
19891,40,5,4
19893,36,4,3
19903,33,4,4
19926,34,4,4
19934,36,4,4
19949,40,4,4
19961,33,4,4
19962,34,4,3
19964,35,4,4
19965,35,4,4
19970,33,4,4
19974,44,4,4
19975,32,4,4
19981,35,5,3
19983,36,4,4
19995,39,4,4
20027,38,4,4
20038,33,4,4
20045,31,4,4
20082,38,4,4
20118,32,4,4
20153,30,4,4
20154,34,4,4
20155,27,4,4
20176,43,4,5
20201,31,4,5
20214,39,4,4
20258,30,4,5
20261,34,4,5
20298,41,4,4
20322,30,4,4
20333,32,4,4
20337,33,4,4
20368,32,4,4
20387,31,4,3
20396,29,4,4
20408,43,4,5
20409,45,4,4
20412,36,4,4
20429,36,3,4
20433,35,4,4
20439,35,4,5
20444,33,4,4
20510,39,4,4
20530,41,4,4
20574,37,4,4
20588,33,4,3
20590,39,4,4
20604,32,4,4
20616,37,4,4
20624,40,4,4
20646,32,4,4
20650,33,4,4
20664,33,4,4
20696,39,5,4
20704,27,4,4
20774,31,4,4
20794,40,4,4
20800,39,4,4
20836,36,4,4
20845,30,4,4
20856,36,4,4
20903,34,4,4
20911,42,4,4
20917,40,4,4
20918,40,4,4
20922,30,4,4
20932,43,5,4
20957,35,4,4
20985,38,4,4
20988,35,4,4
21010,36,4,5
21012,32,4,4
21021,33,4,4
21057,30,4,4
21072,34,4,4
21089,34,4,4
21094,36,4,4
21141,42,4,4
21154,40,3,3
21176,36,4,4
21180,32,4,4
21186,38,4,4
21192,37,4,4
21217,33,3,4
21245,41,4,4
21247,35,4,4
21250,30,5,4
21274,34,4,4
21277,35,4,4
21295,35,4,4
21302,37,4,4
21309,37,4,4
21335,38,4,4
21338,35,4,4
21379,37,4,4
21383,37,5,4
21392,35,4,3
21410,39,4,4
21426,33,4,4
21433,43,4,3
21497,41,5,4
21581,36,4,4
21591,35,5,4
21627,37,4,4
21630,35,4,4
21642,41,4,4
21665,40,4,4
21695,41,4,4
21706,36,4,4
21725,39,4,4
21734,37,4,4
21744,35,4,4
21747,31,3,4
21749,31,4,4
21750,41,3,4
21756,33,4,4
21770,43,4,4
21771,38,4,4
21795,34,4,4
21801,43,4,4
21802,40,4,4
21803,32,4,4
21826,36,4,4
21827,30,4,4
21843,41,4,4
21927,29,4,4
21932,36,4,4
21961,36,4,4
21969,38,4,4
21999,32,4,4
22002,36,4,4
22004,37,4,4
22059,46,3,4
22078,41,4,4
22082,34,4,5
22128,45,4,4
22148,36,4,3
22201,41,4,4
22208,33,4,4
22212,33,4,4
22231,34,4,4
22236,31,4,4
22253,35,4,4
22265,35,4,5
22271,40,4,4
22303,38,4,4
22311,29,4,4
22317,34,4,4
22336,32,4,4
22341,32,4,4
22346,38,4,4
22351,34,4,4
22367,40,4,5
22421,36,4,4
22423,35,4,4
22429,38,4,4
22446,30,4,4
22461,38,4,4
22475,30,4,4
22493,37,4,4
22515,39,4,4
22520,28,4,4
22533,42,4,4
22535,39,4,4
22544,27,4,4
22559,32,4,4
22597,34,4,4
22601,31,4,5
22610,37,4,4
22616,35,4,4
22634,36,4,4
22658,35,4,4
22736,31,4,4
22751,35,4,4
22753,35,3,4
22758,34,4,4
22781,35,4,4
22784,38,4,4
22794,31,4,4
22801,40,4,4
22834,35,3,4
22836,30,4,4
22845,32,4,4
22851,33,4,4
22867,38,4,3
22880,42,4,5
22894,27,4,4
22912,33,4,5
22919,41,4,4
22921,38,4,4
22951,39,4,4
22952,37,4,4
22980,31,4,4
23010,28,4,4
23031,29,4,4
23032,40,4,4
23053,32,4,4
23055,39,4,4
23061,42,4,4
23081,35,4,3
23085,38,3,4
23090,37,3,4
23108,32,4,4
23131,30,4,4
23151,39,4,4
23168,36,4,4
23173,41,4,4
23180,34,4,4
23200,39,4,4
23201,40,4,4
23221,32,4,4
23246,37,4,4
23266,34,4,4
23274,42,5,4
23290,41,3,4
23307,31,4,4
23322,33,4,4
23325,42,4,4
23352,32,5,4
23365,43,4,4
23366,39,4,4
23384,34,4,4
23397,35,4,4
23465,36,4,4
23471,38,4,5
23504,32,4,4
23514,36,5,5
23543,35,4,4
23558,31,5,3
23562,30,4,4
23602,32,4,4
23615,41,4,4
23626,33,4,4
23640,32,4,4
23643,33,4,4
23672,35,4,4
23706,42,4,4
23715,32,4,4
23721,31,4,4
23722,34,4,4
23730,33,4,3
23770,34,4,4
23820,32,4,4
23830,34,4,4
23843,34,4,4
23848,39,4,4
23854,36,4,4
23858,37,4,4
23879,35,4,4
23923,35,4,4
23932,40,4,3
23943,39,4,4
23950,34,4,4
23955,38,4,5
23975,41,4,4
23982,32,4,4
24011,38,4,4
24014,41,4,4
24032,37,4,4
24037,38,4,4
24044,34,4,4
24054,35,4,4
24061,37,4,4
24067,34,3,4
24085,39,4,4
24093,33,4,4
24098,40,4,4
24164,40,4,4
24176,40,4,4
24188,28,4,4
24209,39,4,4
24239,41,4,4
24248,35,4,4
24258,42,5,4
24260,42,4,4
24273,37,4,4
24275,39,4,4
24347,36,4,4
24358,37,4,4
24376,32,3,4
24381,32,4,4
24403,29,4,4
24413,36,4,4
24420,37,4,4
24443,37,4,4
24444,28,5,4
24456,37,4,3
24484,33,4,4
24527,34,4,4
24550,33,4,4
24573,38,4,4
24580,39,4,4
24590,34,4,4
24595,30,4,4
24601,38,4,4
24611,32,4,4
24649,33,4,4
24653,29,4,4
24659,29,4,4
24681,39,5,4
24693,43,3,4
24695,42,4,4
24767,35,4,4
24769,37,3,4
24819,39,4,4
24828,34,3,4
24867,39,4,4
24884,43,4,4
24885,37,4,4
24897,30,3,4
24904,37,4,4
24907,36,4,3
24924,40,4,4
24942,28,4,4
24943,39,5,4
24986,43,5,4
24994,39,4,4
25006,31,5,4
25047,36,4,4
25080,34,4,4
25090,46,5,4
25118,37,4,4
25131,35,4,4
25169,36,5,4
25194,36,4,4
25199,41,4,4
25210,32,4,4
25223,37,4,4
25230,38,4,4
25260,34,4,4
25271,32,4,4
25287,38,4,5
25296,31,4,4
25308,39,4,4
25322,36,4,4
25336,31,4,4
25341,37,4,4
25343,33,4,4
25363,34,4,4
25397,34,4,4
25419,37,4,4
25433,29,4,4
25448,35,4,4
25455,38,4,4
25457,36,4,4
25461,43,4,4
25473,34,4,3
25502,37,5,4
25504,37,4,4
25507,30,4,4
25510,41,5,4
25522,35,4,4
25560,40,5,4
25580,36,4,3
25590,35,4,4
25619,39,4,4
25655,38,4,4
25667,26,4,4
25675,33,4,4
25681,33,4,4
25692,42,4,4
25695,42,4,4
25709,39,4,4
25723,34,4,4
25732,30,4,4
25763,35,4,4
25794,36,4,4
25812,30,4,4
25817,35,4,4
25827,38,4,4
25832,33,5,4
25880,34,4,4
25891,31,4,4
25897,35,4,5
25952,36,4,3
25953,38,3,4
25954,40,4,4
25973,37,5,4
26002,36,4,4
26005,39,4,4
26028,33,4,4
26075,39,4,4
26076,32,4,4
26153,42,4,4
26166,36,4,4
26176,31,4,4
26184,32,4,4
26196,40,4,3
26210,40,4,4
26215,39,4,4
